Fiscal Year,Department Name,Fund Name,Unit Name,Expenditure Category,Object Name,Actual Expenses,Current Expense Budget
2024,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,1008
2024,City Treasurer,General Fund,City Treasurer,,Dependent Care FSA,3040.76,0
2024,City Treasurer,General Fund,City Treasurer,Contractual Services,Employee Training Expense,9998.99,10000
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Employers Contrb Hospitalizatn,193919.52,250852
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Group Life Insurance Perm,24265.45,29975
2024,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",License Tags,999.86,1000
2024,City Treasurer,General Fund,City Treasurer,Contractual Services,Membership Dues & Subscription,1920,1000
2024,City Treasurer,General Fund,City Treasurer,Contractual Services,Mileage,1584.92,3000
2024,City Treasurer,General Fund,City Treasurer,Contractual Services,Other Contractual Services,73421.95,141124
2024,City Treasurer,General Fund,City Treasurer,Contractual Services,Parking Validations,3,400
2024,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",Repairs-Office Equipment,6082.86,8000
2024,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,1229,1229
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Retirement Expense (Vsrs Emp),231332.74,248177
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Semi-Monthly/Monthly,1881317.04,2013568
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Semi-Monthly/Monthly Overtime,0,0
2024,City Treasurer,General Fund,City Treasurer,Contractual Services,Service Charge Credit Cards,659.55,40000
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Social Security Fica Tax,138544.46,169145
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Special Pay & Allowances,7979.18,0
2024,City Treasurer,General Fund,City Treasurer,"Materials, Supplies, and Repairs",Supplies-Office,33931.9,41925
2024,City Treasurer,General Fund,City Treasurer,Contractual Services,Telephone,15444.83,15400
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Temporary/Casual Employment,0,0
2024,City Treasurer,General Fund,City Treasurer,Contractual Services,Traveling Expense,1175.61,1000
2024,City Treasurer,General Fund,City Treasurer,Personnel Services,Virginia Local Disability Program,6915.38,0
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Contractual Services,Court Costs & Damage Claims,71911,84200
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,,Dependent Care FSA,92.34,0
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Employers Contrb Hospitalizatn,248470.5,299522
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Group Life Insurance Perm,28611.12,33239
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Contractual Services,Other Contractual Services,121583.73,153719
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Contractual Services,Parking Validations,14055,0
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,"Materials, Supplies, and Repairs",Postage - Commercial,20000,20000
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Retirement Expense (Vsrs Emp),274088.77,289838
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Semi-Monthly/Monthly,2137187.03,2427470
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Semi-Monthly/Monthly Overtime,817.7,0
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Social Security Fica Tax,156372.9,188055
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Special Pay & Allowances,0,0
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,"Materials, Supplies, and Repairs",Supplies-Office,0,13800
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Contractual Services,Telephone,0,45052
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Temporary/Casual Employment,0,0
2024,Clerk of the Circuit Court,General Fund,Clerk Of Circuit Court,Personnel Services,Virginia Local Disability Program,6935.8,0
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Advertising,0,5200
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Billing & Deliquent Notice Svc,24539,27000
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Books-Under $1000,202,1700
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,18508.18,22200
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,0,4677
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Computer Software-Under $1000,118.75,1959
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,,Dependent Care FSA,3307.66,0
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Employee Training Expense,3442,10500
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Employers Contrb Hospitalizatn,259367.8,286896
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Equipment,Equip-Office & Household,0,320
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Food,0,0
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Group Life Insurance Perm,29215.24,32571
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",License Tags,0,22000
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Membership Dues & Subscription,6299.55,4300
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Mileage,0,300
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Other Contractual Services,29580,34130
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Parking Validations,0,2543
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,"Rent Of Boxes, P O & Safe Dep",1814,1338
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Rent Of Equipment,7300,8800
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Repairs-Office Equipment,495,2866
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,4919,4919
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Retirement,51623,51623
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Retirement Expense (Vsrs Emp),257311.71,293361
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Semi-Monthly/Monthly,2188151.61,2460754
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Semi-Monthly/Monthly Overtime,0,0
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Social Security Fica Tax,163502.55,191261
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Special Pay & Allowances,22859.9,22860
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,"Materials, Supplies, and Repairs",Supplies-Office,22137.26,18822
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Telephone,10174.75,20700
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Temporary/Casual Employment,20171.07,38868
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Contractual Services,Traveling Expense,8265.06,10450
2024,Commissioner of the Revenue,General Fund,Commissoner Of The Revenue,Personnel Services,Virginia Local Disability Program,8193.03,0
2024,Commonwealths Attorney,Gen Fixed Assets Group Of Acct,ASSET FORFEITURE - ATTORNEY,Contractual Services,Depr-System Account,14164.21,0
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,3641.19,7736
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Chargeouts-Repro/Printing,12939.85,22758
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Consulting Services,395.29,500
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,,Dependent Care FSA,4903.86,0
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Employers Contrb Hospitalizatn,617144.96,601009
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Equipment,Equip-Books-Over $1000,5108.98,12000
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Equipment,Equip-Office & Household,13905.36,15000
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Equipment,Equip-Software-Over $1000,96312.1,100500
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Equipment,Equip-Telephone,0,789
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Group Life Insurance Perm,70161.01,74646
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Legal & Professional Services,850.75,3000
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Membership Dues & Subscription,29667.66,27630
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Other Contractual Services,11667.38,15243
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Parking Validations,925,10700
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Promotional Activities,0,500
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Repairs-Building Equipment,72,500
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Repairs-Office Equipment,20028.92,20550
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,11102,11066
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Retirement,40604,40604
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Retirement Expense (Vsrs Emp),639368.47,622739
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Semi-Monthly/Monthly,5018322.51,5367786
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Semi-Monthly/Monthly Overtime,0,0
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Social Security Fica Tax,385253.75,460763
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Special Pay & Allowances,0,0
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,"Materials, Supplies, and Repairs",Supplies-Office,15105.52,15226
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Contractual Services,Telephone,4718.78,5630
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Temporary/Casual Employment,131077.77,27822
2024,Commonwealths Attorney,General Fund,Commonwealth Attorney,Personnel Services,Virginia Local Disability Program,20314.29,0
2024,Communications and Technology,Gen Fixed Assets Group Of Acct,Information Technology,Contractual Services,Depr-System Account,3775.95,0
2024,Communications and Technology,Gen Fixed Assets Group Of Acct,Radio and Electronics,Contractual Services,Depr-System Account,133.45,0
2024,Communications and Technology,Gen Fixed Assets Group Of Acct,Relocate the City's Data Center,Contractual Services,Depr-System Account,143699.46,0
2024,Communications and Technology,General Fund,Financial Reporting,Department Specific Appropriation,All Purpose Appropriations,7501.32,0
2024,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",AFMS,1983465.8,1279802
2024,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Books-Under $1000,95.71,1000
2024,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Chargeouts-Mail Room,4.54,500
2024,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Computer Software-Under $1000,720.66,7500
2024,Communications and Technology,General Fund,Information Technology,,Dependent Care FSA,5000.73,0
2024,Communications and Technology,General Fund,Information Technology,Contractual Services,Employee Training Expense,45866.43,87250
2024,Communications and Technology,General Fund,Information Technology,Personnel Services,Employers Contrb Hospitalizatn,747331.56,758530
2024,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Food,123.03,1000
2024,Communications and Technology,General Fund,Information Technology,Personnel Services,Group Life Insurance Perm,82462.92,94359
2024,Communications and Technology,General Fund,Information Technology,Contractual Services,Membership Dues & Subscription,0,1618
2024,Communications and Technology,General Fund,Information Technology,Contractual Services,Mileage,214.42,1000
2024,Communications and Technology,General Fund,Information Technology,Contractual Services,Nonmonetary Awardsrd Pap,0,1040
2024,Communications and Technology,General Fund,Information Technology,Contractual Services,Other Contractual Services,4383513.86,5419409
2024,Communications and Technology,General Fund,Information Technology,Contractual Services,Parking Validations,0,11400
2024,Communications and Technology,General Fund,Information Technology,Contractual Services,Rent Of Land-Bldgs & Offices,124630,359713
2024,Communications and Technology,General Fund,Information Technology,"Materials, Supplies, and Repairs",Repairs-Vehicle Maintenance,7378,7378
2024,Communications and Technology,General Fund,Information Technology,Personnel Services,Retirement,878345,878345
2024,Communications and Technology,General Fund,Information Technology,Personnel Services,Retirement Expense (Vsrs Emp),224211.46,178021
2024,Communications and Technology,General Fund,Information Technology,Personnel Services,Semi-Monthly/Monthly,6094213.9,7085554
